from,to,weight,edge_type
184629035,184629041,60.4464165448,residential
184672997,184673042,297.448150391,residential
184673994,184674000,459.168075978,residential
184674000,184673988,237.058153685,residential
184673988,184674015,128.35656978,residential
184674015,184672997,204.628084139,residential
184672997,184674041,121.008952496,residential
184674041,184674057,280.379809002,residential
184646911,184672979,37.766450125,residential
184646903,184646911,75.9230078354,residential
184753244,184741528,164.407476388,residential
184741528,184646903,42.4412878266,residential
184672984,184673042,83.1821638921,residential
184672979,184672984,26.8843840792,residential
184672984,184683435,30.4586680312,residential
184672979,184683435,28.2013119537,residential
184683435,184625483,38.938990962,residential
184629041,184729900,147.426704478,residential
184729900,184794667,165.655573756,residential
184705628,184632330,249.189380559,residential
184632330,184628899,301.589810269,residential
184628899,184705755,550.25230146,residential
184632846,184632854,115.686532442,residential
184697289,184632854,52.2597669442,residential
184652454,184652454,0.0,residential
184652454,184652500,99.066517107,residential
184697257,184697291,60.0236757787,residential
184697281,184697289,93.3443435691,residential
184697289,184697291,21.5888069116,residential
184697255,184697257,74.8759831704,residential
184647050,184647054,100.110068576,residential
184752457,184705628,706.851774084,residential
184705628,184794667,337.1845715,residential
184794667,184686969,114.990428585,residential
184652550,184652562,85.4011190651,residential
184652562,184652562,0.0,residential
184637092,184637121,192.459999404,residential
184648979,184637941,69.0716216822,service
184637937,184648979,77.0902749682,service
184648979,184637956,78.1067633113,service
184625645,184625647,15.8223382969,service
184625647,184625653,86.9466671048,service
184625653,184625660,86.2642932792,service
184625653,184625647,86.9466671048,service
184637962,184643963,35.1021036375,service
184643963,184643969,72.9828146264,service
184643969,184637930,214.430227217,service
184648967,184648932,74.351784797,service
184643969,184648932,31.9696904331,service
184648932,184641662,42.3876301723,service
184641662,184648934,39.9000638334,service
184648934,184648948,74.7253701155,service
184648948,184637990,81.1122431817,service
184637990,184648965,43.3760842717,service
184648965,184641659,42.9704248528,service
184641659,184648967,42.6531927292,service
184648967,184643963,32.0347072254,service
184643963,184637959,57.1950740201,service
184641659,184641662,76.0381160334,service
184648934,184648965,77.3290561653,service
184637985,184630876,24.1955781076,service
184630876,184653811,41.7407187043,service
184630876,184630880,33.7686506968,service
184630880,184630885,16.2183940917,service
184630885,184630890,57.1026047172,service
184630898,184630885,62.8264392849,service
184630880,184653811,33.0258307528,service
184653811,184630890,92.4330621806,service
184630890,184630898,35.5215170965,service
184630898,184648948,38.4738058658,service
184637923,184637930,496.21711018,service
184637930,184625645,108.790596702,service
184625645,184637937,48.606991301,service
184637937,184637941,33.2570587454,service
184637941,184637956,143.50923449,service
184637956,184625660,22.5455552854,service
184625660,184637959,54.3526052215,service
184637959,184637962,45.5858035536,service
184637962,184637985,170.888081978,service
184637985,184637990,21.597432926,service
184730170,184637121,403.236525926,residential
184637121,184632391,45.6588995751,residential
184632391,184637092,146.810898703,residential
184637092,184730177,201.577331555,residential
184730177,184637923,288.02234397,residential
184637923,184730193,1305.98218679,residential
184687517,184752340,123.98565637,residential
184752340,3521614213,146.807542688,residential
3521614213,3521614197,55.4191600289,residential
3521614197,3521609488,34.8737945398,residential
3521609488,3521609472,61.141447157,residential
3521609472,184702261,374.435765537,residential
184702261,184727682,619.10064915,residential
184727682,184729404,405.583600525,residential
184729404,184734005,898.17999478,residential
184734005,2701755784,318.78360211,residential
2701755784,184679929,395.409048128,residential
184679929,184749506,399.786405783,residential
184749506,184656320,894.631852672,residential
184656320,184656281,52.0871957096,residential
184656281,184752457,861.61860761,residential
184752457,184730170,216.930325444,residential
184730170,184705755,310.441850152,residential
184705755,184652550,312.796908956,residential
184652550,184673994,442.005603389,residential
184673994,184666038,324.605311818,residential
184666038,184633265,430.455723994,residential
184633265,184747383,597.070945732,residential
184747383,184744235,521.347075174,residential
184744235,184639380,690.634805244,residential
184639380,184722470,399.753072199,residential
184722470,184669854,549.011100154,residential
184656281,184634428,220.605592434,residential
184634428,184656320,183.217991576,residential
184719641,184647885,413.175206906,residential
184647885,184719686,1179.85396745,residential
184679919,184628496,1195.37724822,residential
184628496,184647050,301.077869852,residential
184647050,184735755,56.6314875955,residential
184735755,184697255,85.2283490601,residential
184697255,184652500,24.0410508818,residential
184652500,184697281,45.9371084608,residential
184697281,184632846,50.8107097686,residential
184729396,2701755791,1351.58448545,residential
2701755791,184679925,255.333228171,residential
2701755784,2701755790,212.838810366,residential
184734005,2701755790,390.840678549,residential
184749506,184749511,796.291183465,residential
184749511,184749582,1675.2173676,residential
184624115,184638659,564.324485763,residential
184638659,184646510,340.94695465,residential
184646510,184636969,170.355880905,residential
184636969,184628710,196.766137967,residential
184628710,184727691,218.396824971,residential
184727691,184660114,399.05561865,residential
184660114,184773274,454.82544271,residential
184773274,184704186,254.980077154,residential
184704186,184749511,1338.93377925,residential
184749511,184645924,844.653523048,residential
184645924,184719641,322.827210733,residential
184719641,184730177,805.420792443,residential
2410263471,2410263483,31.3035525565,residential
2410263495,2410263483,62.4327098609,residential
2410263483,2410263495,62.4327098609,residential
4114896599,4114896607,56.4440795627,service
184707420,184768426,114.844072531,tertiary
184768426,4114896597,193.297732531,tertiary
4114896597,4114896602,134.12376911,tertiary
4114896602,184644103,203.089061454,tertiary
184644103,184720740,604.220748617,tertiary
4114896597,4114896599,89.4000606786,service
4114896599,4114896607,56.4440795627,service
4114896607,4114896602,87.1479325522,service
184685146,184633833,34.1016962806,residential
2410263564,2410263562,210.794244133,residential
2410263562,2410263568,295.984319753,residential
2410263568,2410263593,363.143806605,residential
184691110,2410263564,771.664226377,residential
2410263466,2410263517,186.010973499,residential
2410263527,2410263521,3.77040824127,residential
2410263521,2410263527,3.77040824127,residential
2410263517,2410263521,26.0901687938,residential
184695169,2410263575,513.037407293,residential
2410263575,184695201,1002.95710817,residential
2410263595,2410263568,420.482587711,residential
184711130,184711141,1620.00417147,residential
184707420,184731610,149.428636387,tertiary
184731610,184713952,271.053024289,tertiary
184713952,184656501,541.555251122,tertiary
184656501,184711141,1149.78614324,tertiary
184711141,184665297,209.628349971,tertiary
184665297,184711668,370.283952816,tertiary
184711668,184731640,214.755760363,tertiary
184731640,184696001,1705.98987119,tertiary
3822554260,3822553844,391.986670828,service
3822553844,3822553842,53.5573693476,service
3822553825,3822553841,153.610228972,service
3822553841,3822553842,24.6602062195,service
3822553842,3822553852,23.4431472407,service
3822553852,3822554267,34.5530459483,service
3822554267,3822554260,391.113265867,service
3822554260,184731640,13.5400186205,service
184711764,184788300,189.336371903,service
184788300,184788300,0.0,service
184707296,184711768,1643.89864846,unclassified
184711687,3822553798,285.63607224,residential
3822553827,3822553825,174.754299868,service
3822553825,3822553820,30.9814309284,service
3822553820,3822553820,0.0,service
184711635,184711644,405.09330507,residential
184711644,2690600606,696.079211317,residential
2690600606,184711668,633.719492776,residential
184711668,184711687,795.669663963,residential
184711687,184711764,1390.75173057,residential
184711764,184711768,499.2797101,residential
184711768,184711775,802.684216825,residential
3822553844,3822553852,31.2211640176,service
3822554285,3822554267,62.1490986622,service
3822553841,3822554258,12.8332689579,service
3822554259,3822554285,47.5133491224,service
3822554285,3822554258,42.4950782341,service
3822554258,3822554259,8.36581433833,service
184750108,3822554355,33.2609732384,service
3822554355,3822554353,40.8619685924,service
3822554328,3822554379,171.725262462,service
184750111,3822554355,34.9202476138,service
3822554488,3822554487,18.7004765124,service
3822554353,3822554407,146.407221873,service
3822554516,3822554523,42.7142153529,service
3822554523,3822554521,9.44899514711,service
3822554521,3822554515,48.1178744531,service
3822554515,3822554505,51.5741122364,service
3822554505,3822554498,58.9738938407,service
3822554498,3822554488,52.1631524605,service
3822554488,3822554461,65.1216180331,service
3822554461,3822554407,187.977095675,service
3822554505,3822554459,144.233129172,service
3822554459,3822554458,45.4883323407,service
3822554458,3822554456,51.2495117277,service
3822554521,3822554458,175.439341431,service
3822554326,3822553834,151.318642736,service
3822554325,3822553834,156.607282894,service
3822553834,3822554327,159.723796536,service
3822554327,3822554378,172.503944847,service
184750104,3822554328,26.319647228,service
3822554328,3822554327,47.2963804853,service
3822554327,3822554326,45.0817193997,service
3822554326,3822554325,47.2961372737,service
3822554325,3822554324,356.537897715,service
3822553802,3822554324,594.392757454,service
3822554324,3822554480,428.982528803,service
3822554406,3822554404,124.282874137,service
3822554404,3822554403,19.4310693876,service
3822554404,3822554401,13.7195064718,service
3822554621,3822554617,25.8081377681,service
3822554617,3822554605,72.3389268603,service
3822554605,3822554577,104.624136306,service
3822554577,3822554563,67.4450864128,service
3822554563,3822554549,43.5906912446,service
3822554549,3822554538,44.0133995002,service
3822554538,3822554528,47.6283367679,service
3822554528,3822554516,25.0372951739,service
3822554516,3822554508,21.7449961096,service
3822554508,3822554496,45.7367759652,service
3822554496,3822554482,45.9815113704,service
3822554482,3822554469,44.7579566343,service
3822554469,3822554456,10.0883422083,service
3822554456,184750114,22.3233658307,service
184750114,3822554438,29.6238060607,service
3822554438,3822554406,46.7550712355,service
3822554406,3822554380,47.5670464454,service
3822554380,184750111,71.4138597214,service
184750111,184750108,33.8126090828,service
184750108,184750104,65.9696274065,service
184750104,3822553827,167.690959183,service
3822553827,3822553802,123.237964026,service
3822553802,3822553798,55.4042459412,service
3822554438,3822554437,183.884494868,service
3822554437,3822554436,14.7482886332,service
3822554436,3822554435,5.6796632943,service
184750114,3822554453,154.413760298,service
3822554453,3822554452,43.7262139002,service
3822554452,3822554451,16.2296385802,service
3822554451,3822554449,20.6399450954,service
3822554437,3822554427,16.4688772148,service
3822554452,3822554436,28.8520917996,service
3822554451,3822554442,18.2714749305,service
3822554469,3822554468,154.669548632,service
3822554468,3822554462,114.888912413,service
3822554482,3822554484,155.052922165,service
3822554484,3822554480,166.225368879,service
3822554496,3822554495,155.405059961,service
3822554495,3822554494,195.608177124,service
184687502,184687517,777.16732719,tertiary
184687517,184687521,259.228749597,tertiary
184660114,4036345546,118.665883076,service
4036345546,4036345546,0.0,service
184727682,184727691,798.387886058,residential
184702261,184702263,88.442380476,residential
184702263,184702329,357.246467051,residential
184702329,184702263,357.246467051,residential
184628710,184628715,396.289611008,residential
184628715,184651497,91.4893266941,residential
3521609488,3521609483,121.382205681,service
3521609483,3521609479,37.3438705725,service
3521609479,3521609472,164.161327839,service
3521614197,3521614193,92.5064909341,service
3521614193,3521614202,59.6501415431,service
3521614202,3521614205,19.2193064747,service
3521614213,3521614208,149.647578481,service
3521614208,3521614205,26.1758272408,service
3521614205,3521609479,73.5421894575,service
3521609483,3521614193,47.2216408063,service
3521614208,3521614202,25.7105079226,service
184687521,184672071,118.050583512,residential
184672071,184665283,100.348603196,residential
184665283,184752340,296.548803622,residential
184624117,184672053,138.16610292,residential
184672053,184672071,149.339295975,residential
184672053,184696571,140.451721137,residential
184624115,184624117,35.2604261901,residential
184624117,184624120,105.476606378,residential
184624120,184624124,30.3584839849,residential
184667502,184659299,150.708029449,residential
184659299,184670327,30.300248414,residential
184624120,184659299,75.84842205,residential
184708484,184753024,339.170166355,residential
184753024,184753025,121.841406725,residential
184624115,184667502,40.8554402092,residential
184667502,4166264732,86.5379317832,residential
4166264732,184667508,47.9422372608,residential
184667508,184667514,182.291933871,residential
184667514,184667517,315.664871331,residential
184697234,184667508,177.206854921,residential
184667514,184707767,202.643317499,residential
184708484,184667517,183.785078208,tertiary
184667517,184708506,118.264721651,tertiary
184708506,184707773,132.814356146,tertiary
184707770,184708506,257.051654182,residential
184708506,184680414,117.160090577,residential
184680414,184710301,280.260619914,residential
184680411,184680414,149.277068051,residential
184733325,184737062,419.635809401,residential
184693236,184660938,275.408019557,residential
184660938,184639643,98.5506184755,residential
184639643,184711775,2798.30277363,residential
184711775,184733325,803.42450633,residential
184733325,184650329,388.847066981,residential
184650329,184652782,242.102703094,residential
184652782,184687502,199.949128483,residential
184737062,184687965,825.548347006,residential
184624124,1052132245,64.0274354111,residential
1052132245,184687965,155.81477761,residential
184687965,184687971,126.723320382,residential
184687971,184688037,261.924090409,residential
184739391,184713020,194.29404269,residential
184713020,184687971,70.4770348484,residential
1052132245,184739391,356.335905003,residential
184739391,184753310,89.0500164707,residential
184753310,184776814,308.21714254,residential
184776814,184788132,87.9021584718,residential
184688037,184711838,260.636111039,residential
184776814,184750661,77.3927531267,residential
184750661,184711838,145.806691129,residential
184711838,184688078,22.2912274604,residential
184750661,184717184,125.578327683,residential
184753310,184753324,524.808882899,residential
184698257,184753324,269.287270604,tertiary
184753324,184707773,331.475874414,tertiary
184715562,184715609,186.718470438,residential
184715609,184698257,84.0550223615,residential
184698255,184715562,299.763092455,residential
184715562,184715609,186.718470438,residential
184736550,184736588,94.5132026567,residential
184698246,184653166,495.098051369,residential
184653166,184736538,428.325248553,residential
184736538,184736550,158.006358294,residential
184736550,184736575,96.8015789875,residential
184736575,184736588,32.8598948626,residential
184736588,184736538,129.249400394,residential
184653166,184653168,129.817535754,service
2689268961,2689268966,89.4603605281,residential
2689268966,2689268970,89.9088283461,residential
2689268966,2689268999,487.504567306,residential
2689268999,2689268966,487.504567306,residential
760169743,3692605250,60.9547873007,tertiary
3692605250,184693040,33.308142519,tertiary
184693040,2690595999,44.5005629792,tertiary
2690595999,184698237,328.553974048,tertiary
184698237,184698240,433.238767722,tertiary
184698240,184635345,537.474329919,tertiary
184635345,184653145,423.863631164,tertiary
184653145,184698246,678.598590881,tertiary
184698246,2689268970,116.776561474,tertiary
2689268970,2689268961,9.42023273207,tertiary
2689268961,184659829,294.649480286,tertiary
184659829,184659866,94.8440456117,tertiary
184659866,184698252,142.842236899,tertiary
184698252,184698255,236.749171759,tertiary
184698255,184698257,243.305358279,tertiary
184653145,184795330,110.695194177,residential
184795330,184795335,189.901355052,residential
184795335,2677321534,190.891180308,residential
184795330,184795382,255.351584575,residential
184649021,760608317,62.4004386408,tertiary
1363242459,184649016,292.431908395,motorway_link
184717805,184649021,755.355335999,tertiary
184691334,184689625,161.337023143,residential
184689625,184683505,87.3600929751,residential
184691338,184683502,305.04317082,residential
184691341,184683497,352.25370432,residential
184646724,184646722,447.52761723,motorway_link
499787983,184646722,280.078911232,motorway_link
184663340,184663406,83.409840633,motorway_link
184663406,499787983,72.2532858962,motorway_link
499787984,184649090,71.6466283174,motorway_link
184649090,1363242459,357.26655196,motorway_link
184660319,184660346,423.83864289,motorway_link
184683531,184689625,136.923097388,residential
184683493,184683497,82.6944574477,residential
184683497,184683502,83.1082567172,residential
184683502,184683505,89.1128490636,residential
184683505,184683531,164.355515747,residential
184683531,184683533,77.2543243632,residential
184691345,184683493,392.444120434,residential
184683493,184690910,1252.99541619,residential
4054009130,4054009131,15.1982453317,service
184727295,184687039,166.201584532,residential
184687039,184661061,180.034428212,residential
184661061,184727348,227.474926544,residential
184727348,184727370,298.048899942,residential
184727370,184660593,566.526888237,residential
184646724,184660346,627.944139891,motorway
184660346,4054009130,327.568283046,motorway
4054009130,1989842242,3257.06170355,motorway
184656034,184714588,297.535175523,residential
184675310,184714551,82.0658851859,residential
184691345,184717805,398.781291326,tertiary
184717805,184690886,410.751314144,tertiary
184690886,184717819,608.799025364,tertiary
184717819,184714613,1135.8376481,tertiary
184714613,184717894,1783.33717289,tertiary
184717894,184682411,850.144348555,tertiary
184714551,184714588,356.716995844,residential
184714588,184714613,444.176251371,residential
184714613,184682397,1623.60313382,residential
184624402,184624413,343.443189136,residential
184624413,184624418,59.7247685101,residential
184624418,184624463,340.919882373,residential
184624463,184624467,68.8824692549,residential
184624467,184624497,328.460652771,residential
184624497,184624418,57.5244868373,residential
184624413,184624497,65.3155374739,residential
184673211,184681936,45.4405436493,residential
184690886,184690910,1220.77441072,residential
184690910,184682376,408.153345483,residential
184682376,2912123987,456.407908547,residential
2912123987,184624402,173.602594921,residential
184624402,184690990,1908.57122638,residential
184682376,184682397,1624.66019034,residential
184682397,184624311,430.12212508,residential
184624311,184690990,1191.95123633,residential
184624346,184624324,98.5052514668,residential
184624311,184624324,410.524601764,residential
184624324,184624346,98.5052514668,residential
184714747,184657868,843.940257487,residential
184657868,184690990,52.7132472199,residential
184657868,184649646,283.409379466,residential
184714533,184695855,856.327752219,residential
184630372,184683401,149.833685283,primary
184683401,4074491266,798.455186975,primary
4074491266,184657510,33.8911202271,primary
184657510,184695948,24.3027269316,primary
184695948,1966866417,144.808933952,primary
1966866417,1823667459,69.1824706199,primary
184757143,184719757,175.340550659,residential
184719757,184671406,46.8481027897,residential
184671406,184710984,168.742771575,residential
184671406,184671412,55.0324774845,residential
184671412,184671435,180.267093569,residential
184671412,184683544,172.845777058,residential
184671435,184683544,55.0651517769,residential
184683544,184710984,53.0885715297,residential
4074491266,4074491268,117.861846292,service
4074491268,184657510,112.265003214,service
4074491268,4074491269,23.3323112671,service
184719757,184695494,267.777721641,residential
184695494,184757130,322.924065072,residential
1823667502,184642831,291.156460875,motorway_link
184642755,184757130,93.3531525846,tertiary
184675113,184625308,291.101655915,motorway
184625308,4054008835,813.917421233,motorway
4054008835,184675229,2407.72431636,motorway
184675229,184642801,425.530956258,motorway
184642801,184642831,540.97362323,motorway
184642831,4054009131,3273.19690078,motorway
4054009131,184663340,714.994349347,motorway
184663340,184649016,526.342197233,motorway
184682413,2701818587,431.813324217,residential
2701818587,184766618,807.944221326,residential
184766618,184649960,570.037505648,residential
184649960,1969346606,474.371771504,residential
1969346606,184642755,102.547835025,residential
1966866417,1859689942,116.122782039,service
1823667459,1859689942,46.9932928134,primary
1859689942,1823667488,79.084250417,primary
1823667481,1823667488,31.4842379019,primary
1823667488,1860306217,33.3153125518,primary
1823667447,1860306217,147.381827541,tertiary
1860306217,1823667481,12.1199750227,tertiary
1823667481,1860279772,40.1785180297,tertiary
1860279772,1823667469,179.010962654,tertiary
1823667444,1823667481,244.008861785,motorway_link
1823667469,1823667473,63.2816904198,tertiary
1823667473,1823667502,51.9232013813,tertiary
1823667502,184757130,49.2900490128,tertiary
1860306217,184676164,782.397338129,motorway_link
184642801,184642755,325.107593782,motorway_link
1969346606,1969346603,166.035568788,service
1969346603,1969346608,84.0617260202,service
1969346608,1969346620,172.125833998,service
1969346620,1969346580,118.486445556,service
1969346620,1969346580,118.486445556,service
1969346580,1969346608,58.4582085549,service
184650441,184650445,161.009469919,service
184643344,184643359,141.414189105,service
184649960,184649965,206.872283007,residential
184717894,184766618,861.410688439,residential
184766618,184766644,1216.86318816,residential
184766644,184642256,780.793912361,residential
184658378,184766644,834.549681828,residential
184670929,184658378,122.154445502,residential
184682397,184661766,1048.69556025,residential
184661766,184660233,544.369016066,residential
184660233,184682411,269.903285578,residential
184682411,184682413,129.696985962,tertiary
184682413,184718050,913.122617244,tertiary
184718050,184671321,805.144529649,tertiary
184671321,184717217,896.719097867,tertiary
184766644,184737425,277.419802939,residential
184737425,2701818487,434.055632821,residential
2701818487,2701818554,78.700883808,residential
2701818554,184734771,830.09129253,residential
184718050,184734771,1215.31311762,residential
184734771,184734783,2027.12182652,residential
184673218,184719634,2337.09533376,residential
184714716,184650285,256.00178145,residential
184650285,184714721,223.416906213,residential
184673268,184713916,1386.56684487,residential
184713916,184714708,216.692709032,residential
184714708,184714716,109.002811421,residential
184714716,184714721,124.924891402,residential
184714721,184650317,146.656636976,residential
184650317,184714734,226.340693577,residential
184714734,184714736,54.6655429679,residential
184714708,184713891,112.170558629,residential
184713891,184713916,226.832069648,residential
184714736,184714747,25.4273646157,residential
184650285,184650317,257.938363518,service
184714734,184625521,1244.35734504,residential
184625521,184692793,1126.77849737,residential
2677321569,2677321567,207.997092483,residential
184692781,184625525,63.5556138489,service
184673294,2677321569,642.0941546,residential
2677321569,184692781,1088.04488422,residential
184692781,184692793,621.013114491,residential
184692793,184692808,830.847410428,residential
184662491,184666398,396.475795162,service
184673356,184752038,652.333907421,residential
184752038,184730495,484.930505964,residential
184673198,184673211,688.655028978,secondary
184673211,184673218,378.301639692,secondary
184673218,184673268,1322.70965267,secondary
184673268,184673294,1187.1850776,secondary
184673294,184673315,657.472404766,secondary
184673315,184673356,1552.97975906,secondary
184673356,184655873,1102.74982282,secondary
184655873,184673392,208.812469188,secondary
184673392,184641672,807.16184789,secondary
184641672,184673426,526.491761878,secondary
184673426,184673429,813.521803021,secondary
184673429,184644827,58.0631642963,secondary
184644827,184673433,90.7889613516,secondary
184673433,184673437,313.912099966,secondary
184673437,184673468,958.065382204,secondary
184750567,184692768,749.185685584,residential
184692768,184752038,528.346882031,residential
184661527,184661533,23.5062940578,residential
184730295,184730298,251.743712849,residential
184695249,184695291,269.616913625,residential
184735666,184661527,41.3731518293,residential
184661527,184727265,342.678997506,residential
184727265,184735699,7.90892804037,residential
184735699,184735709,168.017738592,residential
184735709,184735714,56.5718890951,residential
184735714,184646800,106.546956973,residential
184646800,184735731,173.661939315,residential
184735731,184634063,119.2577686,residential
184695291,184727265,71.2060840914,residential
184767124,3548935170,396.229870064,residential
3548935170,184656512,429.145295833,residential
184656512,2701818603,411.155620764,residential
184767116,184767124,24.7776342825,residential
184767055,184692808,1620.12559813,residential
184692808,184767116,806.130105127,residential
184725511,184777057,54.6143178212,unclassified
184777057,184777074,759.786710042,unclassified
184777074,184767055,395.263187592,unclassified
184767055,184673356,1685.48794133,unclassified
184777057,184748529,46.613693055,unclassified
184748529,184725511,42.6469991852,unclassified
184711644,184649721,567.60190627,residential
184649721,184695985,256.311283842,residential
184695985,2701818379,202.451171006,residential
2701818379,760604397,205.507079284,residential
1989842242,1823667444,267.002897328,motorway
1823667444,184676164,896.87147252,motorway
184676164,184676101,2261.94074624,motorway
184676101,184638793,698.05026532,motorway
184638793,29031598,371.852095129,motorway
760604397,760604398,68.5870453743,residential
1823667447,184695953,94.1716245714,tertiary
184695953,184625446,556.253566255,tertiary
184625446,184695961,174.645905923,tertiary
184695961,184650445,230.988234129,tertiary
184650445,184643359,362.118325323,tertiary
184643359,184695985,288.282402527,tertiary
184695985,184696001,983.264877671,tertiary
184696001,184696028,526.693274127,tertiary
184696028,184638763,192.709849917,tertiary
184638763,2674920530,21.9373928708,tertiary
2674920530,184696030,211.558592573,tertiary
184696030,184696032,17.1140185743,tertiary
184696032,184696039,218.905383484,tertiary
184696039,184696042,54.6033681277,tertiary
184696042,184696045,41.841367222,tertiary
184696045,184693281,633.42406593,tertiary
184696001,184764764,207.660462018,residential
760604398,184768281,242.036388343,residential
184768281,184670929,94.8617802785,residential
184670929,184642256,467.629560207,residential
3521505144,3521505153,202.56575415,service
3521505401,3521505153,178.328028174,service
3521505153,3521505162,48.6987001335,service
3521505162,3521505413,123.500464807,service
3521505413,3521505401,117.745796201,service
3521505162,3521505413,123.500464807,service
184642127,184642127,0.0,service
184642127,184642256,651.198723662,service
184696025,184670802,294.96906622,residential
184670802,184764764,178.623607551,residential
4054008835,184676101,53.9163206583,service
184696028,184696025,23.5341862905,residential
184696025,184712512,144.176438351,residential
184712512,184712528,121.409782252,residential
184712528,184712528,0.0,residential
184712512,184793734,205.685185588,residential
2674920530,184793734,119.791548528,residential
184793734,2674920533,106.546504864,residential
2674920533,2674920533,0.0,residential
3822554459,3822554515,163.124600626,service
3822554515,3822554545,118.073225692,service
3822554545,3822554505,148.0396811,service
3822554523,3822554572,174.961277612,service
3822554508,3822554509,155.774543255,service
3822554509,3822554507,216.65247802,service
3822554528,3822554530,156.188031518,service
3822554530,3822554527,235.702627348,service
3822554621,3822554604,88.2447108837,service
3822554604,3822554600,9.64366747781,service
3822554600,3822554584,44.2142753915,service
3822554584,3822554566,46.5119223724,service
3822554566,3822554547,47.4465466264,service
3822554547,3822554539,41.1014762186,service
3822554539,3822554530,46.0069951451,service
3822554530,3822554509,48.4541938554,service
3822554509,3822554495,45.9847518441,service
3822554495,3822554484,45.4841692864,service
3822554484,3822554468,46.2295357177,service
3822554468,3822554453,32.1692650488,service
3822554538,3822554539,157.113958257,service
3822554539,3822554536,263.630002568,service
3822554380,3822554379,30.8062240211,service
3822554379,3822554378,46.7648634356,service
3822554378,3822554401,61.7971757564,service
3822554401,3822554403,18.4685250029,service
3822554403,3822554427,56.3787467037,service
3822554427,3822554435,19.4730402468,service
3822554435,3822554442,24.9699808563,service
3822554442,3822554449,17.8373274676,service
3822554449,3822554462,47.7916448093,service
3822554462,3822554480,70.6314571478,service
3822554480,3822554494,56.9756419598,service
3822554494,3822554507,50.1538317901,service
3822554507,3822554527,51.1486767085,service
3822554527,3822554536,54.3180159932,service
3822554536,3822554548,50.9215000075,service
3822554548,3822554553,6.4447918808,service
3822554553,3822554562,37.8471148854,service
3822554562,3822554580,47.9682611002,service
3822554580,3822554586,7.51583622915,service
3822554586,3822554603,49.6129202312,service
3822554603,3822554652,166.255890854,service
3822554652,3822554625,208.227293316,service
3822554625,3822554624,31.6424914564,service
3822554624,3822554622,4.41924505231,service
3822554622,3822554621,11.8916737324,service
3822554549,3822554547,157.982614333,service
3822554547,3822554548,286.950865053,service
3822554605,3822554604,18.56766265,service
3822554563,3822554566,156.910530375,service
3822554566,3822554562,283.399093547,service
3822554584,3822554586,259.160275839,service
3822554600,3822554603,246.82829646,service
3822554580,3822554583,122.295425276,service
3822554553,3822554560,98.4886294424,service
3822554560,3822554583,47.8931714608,service
3822554583,3822554652,257.200238557,service
3822554588,3822554617,149.525811364,service
3822554624,3822554638,105.558250049,service
3822554638,3822554588,182.802417155,service
3822554588,3822554577,18.3758294967,service
3822554638,3822554622,101.613420025,service
3822554560,3822554562,96.3676573997,service
184638793,184638812,379.620752002,motorway_link
184696045,184638812,235.740506607,tertiary
184638812,184625303,200.653928231,tertiary
29031598,184676066,32.9292069639,motorway
184696042,184693283,704.764569174,residential
184625303,184625308,320.335044711,motorway_link
184675110,184675113,35.1837882693,motorway
184625289,184625303,375.447613512,motorway_link
184657346,184638036,330.413478083,residential
184693281,184693283,41.3895100512,tertiary
184693283,184693261,194.420415776,tertiary
184693281,184628238,318.910894521,motorway_link
184768281,3521505144,502.837054196,residential
3521505144,184734783,2257.78967837,residential
184734783,184723993,317.912317,residential
184723993,184717300,1304.46677266,residential
184724214,184724247,317.790227237,residential
184724247,184657346,85.982657839,residential
184703654,3521505992,410.172967893,residential
3521505992,184703676,23.3891159105,residential
184625303,184726824,39.4086065047,tertiary
184726824,184724214,538.557528185,tertiary
184724214,184703654,400.737784146,tertiary
184703654,3521506256,456.238363745,tertiary
3521506256,184632036,268.703068163,tertiary
184632036,184728127,65.3233666976,tertiary
184728127,184724022,206.994414505,tertiary
184724022,184717303,1202.48595865,tertiary
184733484,3521506256,309.478295782,residential
184638036,184638040,79.7967889079,residential
184638040,184638057,129.893698035,residential
184754882,184638057,26.4501309243,residential
184692464,184638040,98.5675531126,residential
184674597,184678798,213.499065103,residential
184674567,184674597,583.226399652,residential
184723993,184724022,818.848033539,residential
184724022,184724158,802.186275567,residential
184724158,184674567,158.459756318,residential
184674567,184628752,192.548277658,residential
184628752,184724181,600.16506259,residential
184724181,184724200,874.174223777,residential
184717322,184629165,887.812906853,residential
184629165,184724158,329.398710795,residential
184629313,4074491224,124.240297755,service
184726824,184726940,1761.82068016,tertiary
184726940,184726954,806.818477179,tertiary
184726954,3520912431,1147.76501141,tertiary
3520912431,3521505439,617.75190176,tertiary
3521505439,3521505438,34.8605411074,tertiary
3521505438,184698232,220.583019171,tertiary
184693261,184693242,1057.63814067,tertiary
184693242,184693236,715.335549819,tertiary
184693236,2690596028,1571.02396723,tertiary
2690596028,184668616,11.1637439898,tertiary
184668616,2690595999,480.682236161,tertiary
184639643,184629316,435.388188082,service
184629313,4074491224,124.240297755,service
4074491224,184629316,5.25911935746,service
184629316,4074491213,255.649635212,service
4074491213,184629319,178.007448115,service
184658147,184658144,119.30192941,service
184633793,184633783,16.3181868193,residential
184633777,184633783,86.8381116349,residential
184633783,184633788,94.7113066932,residential
184635291,184635339,76.166856533,service
184635339,184633788,14.3357374837,service
184633788,184633777,27.7297515321,service
184633777,184658031,42.1409099945,service
